assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	city_pooled
GCF_000515675.1	SAMN02597410	134.4	Acinetobacter baumannii	UH14508	TRUE	2008-03	USA	NA	NCBI	4202102	0.39	0	138	364347	140932	13430	99.7	470	Acinetobacter baumannii	73.19	ST2	7	KL2	Very high	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2008-03-13	2008	TRUE	other_country_outside_europe
GCF_000515695.1	SAMN02597409	181.3	Acinetobacter baumannii	UH15208	TRUE	2008-03	USA	NA	NCBI	4217353	0.39	0	142	364359	156005	11911	99.8	470	Acinetobacter baumannii	71.13	ST2	7	KL2	Good	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2008-03-09	2008	TRUE	other_country_outside_europe
GCF_000515715.1	SAMN02597408	278.2	Acinetobacter baumannii	UH16008	TRUE	2008-03	USA	NA	NCBI	4218240	0.39	0	136	364367	164088	11919	99.8	470	Acinetobacter baumannii	68.38	ST2	7	KL2	Very high	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2008-03-08	2008	TRUE	other_country_outside_europe
GCF_000515735.1	SAMN02597407	228.7	Acinetobacter baumannii	UH16108	TRUE	2008-03	USA	NA	NCBI	3873079	0.39	0	117	247385	128191	13673	99.7	470	Acinetobacter baumannii	60.68	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2008-03-24	2008	TRUE	other_country_outside_europe
GCF_000515775.1	SAMN02597405	184.1	Acinetobacter baumannii	UH18608	TRUE	2008-04	USA	NA	NCBI	3915832	0.39	0	86	315193	156166	26729	99.7	470	Acinetobacter baumannii	61.63	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2008-04-02	2008	TRUE	other_country_outside_europe
GCF_000515815.1	SAMN02597403	195.5	Acinetobacter baumannii	UH19908	TRUE	2008-05	USA	NA	NCBI	4199995	0.39	0	88	353719	141865	17601	99.8	470	Acinetobacter baumannii	75	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2008-05-18	2008	TRUE	other_country_outside_europe
GCF_000515835.1	SAMN02597402	168.1	Acinetobacter baumannii	UH20108	TRUE	2008-05-14	USA	NA	NCBI	3880196	0.389	0	92	226298	133604	16950	99.7	470	Acinetobacter baumannii	71.74	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-82|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2008-05-13	2008	TRUE	other_country_outside_europe
GCF_000515895.1	SAMN02597399	115.2	Acinetobacter baumannii	UH2307	TRUE	2007-06	USA	NA	NCBI	3973770	0.391	0	104	280752	124746	20180	99.7	470	Acinetobacter baumannii	61.54	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-06-06	2007	TRUE	other_country_outside_europe
GCF_000515915.1	SAMN02597382	96.9	Acinetobacter baumannii	UH8107	TRUE	2007-11	USA	NA	NCBI	4209203	0.39	0	150	364327	120060	11599	99.8	470	Acinetobacter baumannii	73.33	ST2	7	KL2	Very high	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-11-23	2007	TRUE	other_country_outside_europe
GCF_000515935.1	SAMN02597381	148.6	Acinetobacter baumannii	UH8407	TRUE	2007-11	USA	NA	NCBI	3917690	0.389	0	92	364284	133591	21568	99.7	470	Acinetobacter baumannii	69.57	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	catB8	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-11-28	2007	TRUE	other_country_outside_europe
GCF_000515955.1	SAMN02597380	127.5	Acinetobacter baumannii	UH8707	TRUE	2007-11	USA	NA	NCBI	3917857	0.389	0	88	401773	160519	23741	99.7	470	Acinetobacter baumannii	69.32	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	catB8	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-11-03	2007	TRUE	other_country_outside_europe
GCF_000515975.1	SAMN02597379	51.3	Acinetobacter baumannii	UH8807	TRUE	2007-12	USA	NA	NCBI	3925931	0.388	0	144	308344	72607	10415	99.4	470	Acinetobacter baumannii	72.92	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-12-12	2007	TRUE	other_country_outside_europe
GCF_000515995.2	SAMN02597377	122.1	Acinetobacter baumannii	UH9007	TRUE	2007-12	USA	NA	NCBI	4191829	0.39	0	216	147740	64410	7975	99.1	470	Acinetobacter baumannii	68.52	ST2	7	KL2	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-366|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	FALSE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-12-21	2007	TRUE	other_country_outside_europe
GCF_000516015.1	SAMN02597376	80.8	Acinetobacter baumannii	UH9707	TRUE	2007-12	USA	NA	NCBI	4216190	0.39	0	119	364316	109727	13582	99.7	470	Acinetobacter baumannii	73.11	ST2	7	KL2	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	FALSE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-12-02	2007	TRUE	other_country_outside_europe
GCF_000516035.1	SAMN02597375	132.1	Acinetobacter baumannii	UH9907	TRUE	2007-12	USA	NA	NCBI	4214543	0.39	0	153	364343	133589	9140	99.8	470	Acinetobacter baumannii	69.93	ST2	7	KL2	Very high	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-12-23	2007	TRUE	other_country_outside_europe
GCF_000516055.1	SAMN02597397	121.9	Acinetobacter baumannii	UH2907	TRUE	2007-10	USA	NA	NCBI	4044940	0.39	0	213	149587	89064	7789	99.5	470	Acinetobacter baumannii	74.18	ST2	7	KL9	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2007-10-30	2007	TRUE	other_country_outside_europe
GCF_000516075.1	SAMN02597398	90.4	Acinetobacter baumannii	UH2707	TRUE	2007-10	USA	NA	NCBI	4039530	0.39	0	236	178463	66795	6589	99.5	470	Acinetobacter baumannii	75.42	ST2	7	KL9	Very high	OCL1	Good	aac(3)-IIa|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2007-10-09	2007	TRUE	other_country_outside_europe
GCF_000516175.1	SAMN02597393	109.1	Acinetobacter baumannii	UH5307	TRUE	2007-10	USA	NA	NCBI	4199434	0.39	0	113	364335	120002	16648	99.8	470	Acinetobacter baumannii	75.22	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-10-10	2007	TRUE	other_country_outside_europe
GCF_000516195.2	SAMN02597392	125.5	Acinetobacter baumannii	UH5707	TRUE	2007-10	USA	NA	NCBI	4049274	0.389	0	165	245355	91179	12578	99.7	470	Acinetobacter baumannii	62.42	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-10-18	2007	TRUE	other_country_outside_europe
GCF_000516235.1	SAMN02597390	74.3	Acinetobacter baumannii	UH6207	TRUE	2007-10	USA	NA	NCBI	3865151	0.389	0	100	308352	110041	19618	99.8	470	Acinetobacter baumannii	77	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-10-29	2007	TRUE	other_country_outside_europe
GCF_000516295.1	SAMN02597387	139.3	Acinetobacter baumannii	UH7007	TRUE	2007-10	USA	NA	NCBI	3907326	0.389	0	127	290821	102587	13197	99.7	470	Acinetobacter baumannii	75.59	ST2	7	KL22	Very high	OCL3	None	aac(3)-Ia|aadA1|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2007-10-02	2007	TRUE	other_country_outside_europe
GCF_000516335.2	SAMN02597385	190.1	Acinetobacter baumannii	UH7707	TRUE	2007-11	USA	NA	NCBI	4042824	0.39	0	231	157953	75139	5673	99.5	470	Acinetobacter baumannii	77.49	ST2	7	KL9	Very high	OCL1	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2007-11-02	2007	TRUE	other_country_outside_europe
GCF_000516355.2	SAMN02597384	78.6	Acinetobacter baumannii	UH7807	TRUE	2007-11	USA	NA	NCBI	4049983	0.389	0	158	364167	98978	10418	99.8	470	Acinetobacter baumannii	69.62	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2007-11-06	2007	TRUE	other_country_outside_europe
GCF_000516595.2	SAMN02597467	55.81	Acinetobacter baumannii	CI77	TRUE	2005-06-21	Iraq	NA	NCBI	4028609	0.391	0	80	458779	150617	15220	99.7	470	Acinetobacter baumannii	82.5	ST2	7	KL2	Very high	OCL1	Very high	aadA24|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	FALSE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Asia	Western Asia	IQ	ST2-KL2	2005-06-20	2005	TRUE	other_country_outside_europe
GCF_000517485.2	SAMN02597401	343.3	Acinetobacter baumannii	UH2107	TRUE	2007-05	USA	NA	NCBI	3968404	0.391	0	156	237303	123989	10604	99.7	470	Acinetobacter baumannii	54.49	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-05-29	2007	TRUE	other_country_outside_europe
GCF_000517505.1	SAMN02597396	36	Acinetobacter baumannii	UH3807	TRUE	2007-10	USA	NA	NCBI	3790200	0.39	0	112	349331	80977	13950	99.5	470	Acinetobacter baumannii	77.68	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL2	2007-10-08	2007	TRUE	other_country_outside_europe
GCF_000722985.1	SAMN02583749	30	Acinetobacter baumannii	LY3	TRUE	2012-03-05	China	NA	NCBI	3867104	0.389	0	117	255841	78810	13818	98.9	470	Acinetobacter baumannii	76.07	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2012-03-05	2012	TRUE	other_country_outside_europe
GCF_000723065.1	SAMN02583755	30	Acinetobacter baumannii	LY9	TRUE	2012-04-01	China	NA	NCBI	4087028	0.39	0	98	364320	125718	22994	99.8	470	Acinetobacter baumannii	72.45	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2012-04-01	2012	TRUE	other_country_outside_europe
GCF_000723125.1	SAMN02583750	30	Acinetobacter baumannii	LY4	TRUE	2012-03-09	China	NA	NCBI	4012700	0.39	0	105	364355	133602	23927	99.8	470	Acinetobacter baumannii	68.57	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2012-03-09	2012	TRUE	other_country_outside_europe
GCF_000723145.1	SAMN02583751	30	Acinetobacter baumannii	LY5	TRUE	2012-03-14	China	NA	NCBI	3999987	0.389	0	85	229619	137249	26749	99.7	470	Acinetobacter baumannii	68.24	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2012-03-13	2012	TRUE	other_country_outside_europe
GCF_000734775.1	SAMN02768887	100	Acinetobacter baumannii	TCM206	TRUE	2012-11-22	China	NA	NCBI	3944450	0.39	0	89	292402	148056	26659	99.7	470	Acinetobacter baumannii	65.17	ST2	7	KL77	Perfect	OCL1	Very high	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL77	2012-11-22	2012	TRUE	other_country_outside_europe
GCF_000761465.1	SAMN02911795	50	Acinetobacter baumannii	T25	TRUE	2010-02	Thailand	bangkok	NCBI	3855815	0.389	1250	67	292509	157611	26666	99.8	470	Acinetobacter baumannii	86.57	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	TH	ST2-KL3	2010-02-24	2010	TRUE	other_country_outside_europe
GCF_000766105.1	SAMN02978813	111	Acinetobacter baumannii	341	TRUE	2013-06-10	Malaysia	NA	NCBI	3880097	0.389	0	149	268711	140380	11282	99.7	470	Acinetobacter baumannii	59.06	ST2	7	KL210	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	MY	ST2-KL210	2013-06-09	2013	TRUE	other_country_outside_europe
GCF_000770815.1	SAMN03160860	577	Acinetobacter baumannii	TYTH-2	TRUE	2007-08	Taiwan	NA	NCBI	3879846	0.389	0	138	221052	50787	10214	98.1	470	Acinetobacter baumannii	88.41	ST2	7	KL10	Good	OCL1	Very high	armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	TW	ST2-KL10	2007-08-29	2007	TRUE	other_country_outside_europe
GCF_000770885.1	SAMN03160861	544	Acinetobacter baumannii	TYTH-4	TRUE	2007-08	Taiwan	NA	NCBI	3938769	0.388	0	163	237115	51926	8632	98.6	470	Acinetobacter baumannii	81.6	ST2	7	KL22	Very high	OCL1	Very high	armA	blaADC-25|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Asia	Eastern Asia	TW	ST2-KL22	2007-08-19	2007	TRUE	other_country_outside_europe
GCF_000770905.1	SAMN03160859	706	Acinetobacter baumannii	TYTH-6	TRUE	2007-04	Taiwan	NA	NCBI	3944163	0.388	0	137	281459	52270	11075	99	470	Acinetobacter baumannii	83.94	ST2	7	KL7	Perfect	OCL1	Very high	aph(3')-Ia|armA	blaADC-25|blaOXA-82	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Asia	Eastern Asia	TW	ST2-KL7	2007-04-07	2007	TRUE	other_country_outside_europe
GCF_000787215.1	SAMN02911265	390	Acinetobacter baumannii	BJ3	TRUE	2012	China	beijing	NCBI	3951629	0.389	0	35	460149	236595	43508	99.8	470	Acinetobacter baumannii	88.57	ST2	7	KL7	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL7	2012-07-10	2012	TRUE	other_country_outside_europe
GCF_000787225.1	SAMN02911263	246	Acinetobacter baumannii	BJ1	TRUE	2012	China	beijing	NCBI	3977574	0.389	0	44	458403	203665	42724	99.8	470	Acinetobacter baumannii	90.91	ST2	7	KL72	Very high	OCL1	Very high	aac(3)-Ia|aadA1	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	NA	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL72	2012-03-28	2012	TRUE	other_country_outside_europe
GCF_000787235.1	SAMN02911264	239	Acinetobacter baumannii	BJ2	TRUE	2012	China	beijing	NCBI	4015419	0.389	0	52	364231	164054	26703	99.8	470	Acinetobacter baumannii	88.46	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2012-12-09	2012	TRUE	other_country_outside_europe
